	CURIE	counts
596	NCBITAXON:1036182	1
597	NCBITAXON:1036253	1
598	NCBITAXON:1036310	1
599	NCBITAXON:10364	2
600	NCBITAXON:10366	30
601	NCBITAXON:1036612	2
602	NCBITAXON:1036672	1
603	NCBITAXON:10367	1
604	NCBITAXON:1036719	10
605	NCBITAXON:1036725	1
606	NCBITAXON:1036727	1
607	NCBITAXON:1036732	1
608	NCBITAXON:1036750	1
609	NCBITAXON:1036770	1
610	NCBITAXON:1036778	1
611	NCBITAXON:1036780	1
612	NCBITAXON:10368	21
613	NCBITAXON:1036808	1
614	NCBITAXON:103690	104
615	NCBITAXON:1037069	20
616	NCBITAXON:10371	1
617	NCBITAXON:103713	1
618	NCBITAXON:10372	23
619	NCBITAXON:103722	1
620	NCBITAXON:1037237	1
621	NCBITAXON:1037256	1
622	NCBITAXON:1037258	1
623	NCBITAXON:1037261	1
624	NCBITAXON:1037262	1
625	NCBITAXON:103733	1
626	NCBITAXON:1037355	1
627	NCBITAXON:1037362	1
628	NCBITAXON:10374	6
629	NCBITAXON:1037409	2
630	NCBITAXON:1037411	1
631	NCBITAXON:1037527	1
632	NCBITAXON:1037579	1
633	NCBITAXON:10376	342
634	NCBITAXON:1037660	1
635	NCBITAXON:10377	1
636	NCBITAXON:103782	2
637	NCBITAXON:103786	1
638	NCBITAXON:10379	1
639	NCBITAXON:1037911	1
640	NCBITAXON:1037915	1
641	NCBITAXON:1037933	1
642	NCBITAXON:1037936	1
643	NCBITAXON:103796	49
644	NCBITAXON:1037967	3
645	NCBITAXON:103805	1
646	NCBITAXON:103808	1
647	NCBITAXON:10381	6
648	NCBITAXON:103810	1
649	NCBITAXON:103816	10
650	NCBITAXON:103827	2
651	NCBITAXON:10385	1
652	NCBITAXON:103855	2
653	NCBITAXON:1038561	1
654	NCBITAXON:10386	8
655	NCBITAXON:103878	1
656	NCBITAXON:1038856	1
657	NCBITAXON:1038858	1
658	NCBITAXON:1038859	1
659	NCBITAXON:1038860	1
660	NCBITAXON:1038861	2
661	NCBITAXON:1038863	3
662	NCBITAXON:1038864	3
663	NCBITAXON:1038869	1
664	NCBITAXON:1038923	1
665	NCBITAXON:1038924	1
666	NCBITAXON:1038927	6
667	NCBITAXON:1038928	2
668	NCBITAXON:10390	17
669	NCBITAXON:103903	1
670	NCBITAXON:103927	2
671	NCBITAXON:10398	2
672	NCBITAXON:103985	6
673	NCBITAXON:104	1
674	NCBITAXON:10401	1
675	NCBITAXON:10405	1
676	NCBITAXON:10406	1
677	NCBITAXON:1040604	2
678	NCBITAXON:1040605	2
679	NCBITAXON:1040606	1
680	NCBITAXON:1040607	1
681	NCBITAXON:1040608	1
682	NCBITAXON:1040609	1
683	NCBITAXON:1040610	1
684	NCBITAXON:1040611	1
685	NCBITAXON:1040613	1
686	NCBITAXON:1040614	1
687	NCBITAXON:1040615	1
688	NCBITAXON:1040616	1
689	NCBITAXON:1040617	1
690	NCBITAXON:1040619	1
691	NCBITAXON:1040620	1
692	NCBITAXON:1040621	2
693	NCBITAXON:1040622	1
694	NCBITAXON:1040623	1
695	NCBITAXON:1040624	1
696	NCBITAXON:1040626	2
697	NCBITAXON:1040627	2
698	NCBITAXON:1040628	1
699	NCBITAXON:1040629	1
700	NCBITAXON:1040630	1
701	NCBITAXON:1040631	1
702	NCBITAXON:1040632	1
703	NCBITAXON:1040638	1
704	NCBITAXON:10407	386
705	NCBITAXON:104083	1
706	NCBITAXON:104086	1
707	NCBITAXON:104087	9
708	NCBITAXON:104089	1
709	NCBITAXON:1040964	2
710	NCBITAXON:1040978	1
711	NCBITAXON:1040979	1
712	NCBITAXON:104098	2
713	NCBITAXON:1040980	1
714	NCBITAXON:1040981	1
715	NCBITAXON:1040982	1
716	NCBITAXON:1040983	1
717	NCBITAXON:1040984	1
718	NCBITAXON:1040986	1
719	NCBITAXON:1040988	1
720	NCBITAXON:1040989	1
721	NCBITAXON:1041	1
722	NCBITAXON:104100	1
723	NCBITAXON:104101	1
724	NCBITAXON:104102	2
725	NCBITAXON:104103	3
726	NCBITAXON:104105	2
727	NCBITAXON:1041057	6
728	NCBITAXON:1041104	8
729	NCBITAXON:1041139	1
730	NCBITAXON:1041140	1
731	NCBITAXON:1041141	1
